quarter,industry1,industry2,industry3,recruitment_rate,resignation_rate
2003-Q3,others,others,others,3.3,2.9
2003-Q4,manufacturing,"food, beverages and tobacco","food, beverages and tobacco",2.7,2.7
2003-Q4,manufacturing,paper products and printing,paper products and printing,2.1,1
2003-Q4,manufacturing,"petroleum, chemical and pharmaceutical products","petroleum, chemical and pharmaceutical products",0.8,0.6
2003-Q4,manufacturing,rubber and plastic products,rubber and plastic products,3,2.6
2003-Q4,manufacturing,fabricated metal products,fabricated metal products,2.1,1.6
2003-Q4,manufacturing,machinery and equipment,machinery and equipment,1.7,1.1
2003-Q4,manufacturing,electrical products,electrical products,1.7,1.2
2003-Q4,manufacturing,electronic products,electronic products,1.7,1
2003-Q4,manufacturing,medical and precision instruments,medical and precision instruments,1.5,1.2
2003-Q4,manufacturing,transport equipment,transport equipment,1.1,0.8
2003-Q4,manufacturing,other manufacturing industries,other manufacturing industries,1.6,1.5
2003-Q4,construction,construction,construction,2.5,1.7
2003-Q4,services,wholesale and retail trade,wholesale trade,1.7,1.4
2003-Q4,services,wholesale and retail trade,retail trade,5.7,3.7
2003-Q4,services,transport and storage,land transport and supporting services,0.9,0.9
2003-Q4,services,transport and storage,water transport and supporting services,1.5,0.9
2003-Q4,services,transport and storage,air transport and supporting services,0.8,0.7
2003-Q4,services,transport and storage,other transport and storage services,1.9,1.5
2003-Q4,services,hotels and restaurants,hotels,3.1,2.6
2003-Q4,services,hotels and restaurants,restaurants,6.4,5.6
2003-Q4,services,information and communications,broadcasting and publishing,1.6,1.1
2003-Q4,services,information and communications,telecommunications,1.1,0.7
2003-Q4,services,information and communications,it and other information services,2.4,2.2
2003-Q4,services,financial services,financial institutions,1.8,1.1
2003-Q4,services,financial services,insurance,1.5,0.7
2003-Q4,services,real estate and leasing services,real estate and leasing services,3.6,2.8
2003-Q4,services,professional services,"legal, accounting and management services",2.8,2.2
2003-Q4,services,professional services,architectural and engineering services,3.8,2.3
2003-Q4,services,professional services,other professional services,2.5,1.6
2003-Q4,services,administrative and support services,administrative and support services,5.6,4.4
2003-Q4,services,"community, social and personal services",education,1.7,1.5
2003-Q4,services,"community, social and personal services","health, social and community services",1.7,1.2
2003-Q4,services,"community, social and personal services","other community, social and personal services",2.6,2.3
2003-Q4,others,others,others,2.6,3
2004-Q1,manufacturing,"food, beverages and tobacco","food, beverages and tobacco",4.2,4.1
2004-Q1,manufacturing,paper products and printing,paper products and printing,2.1,2.1
2004-Q1,manufacturing,"petroleum, chemical and pharmaceutical products","petroleum, chemical and pharmaceutical products",1.1,1
2004-Q1,manufacturing,rubber and plastic products,rubber and plastic products,3.2,3.3
2004-Q1,manufacturing,fabricated metal products,fabricated metal products,2.5,2.4
2004-Q1,manufacturing,machinery and equipment,machinery and equipment,2.7,2.1
2004-Q1,manufacturing,electrical products,electrical products,2.5,1.6
2004-Q1,manufacturing,electronic products,electronic products,2.4,1.8
2004-Q1,manufacturing,medical and precision instruments,medical and precision instruments,3.2,2.3
2004-Q1,manufacturing,transport equipment,transport equipment,1.6,1.3
2004-Q1,manufacturing,other manufacturing industries,other manufacturing industries,2.5,2
2004-Q1,construction,construction,construction,2.2,2
2004-Q1,services,wholesale and retail trade,wholesale trade,2.3,1.9
2004-Q1,services,wholesale and retail trade,retail trade,4.8,4.9
2004-Q1,services,transport and storage,land transport and supporting services,1.2,1
2004-Q1,services,transport and storage,water transport and supporting services,1.7,1.1
2004-Q1,services,transport and storage,air transport and supporting services,1.6,0.8
2004-Q1,services,transport and storage,other transport and storage services,2.4,2
2004-Q1,services,hotels and restaurants,hotels,4.2,3.5
2004-Q1,services,hotels and restaurants,restaurants,6.7,5.9
2004-Q1,services,information and communications,broadcasting and publishing,1.7,1.4
2004-Q1,services,information and communications,telecommunications,1.1,1.1
2004-Q1,services,information and communications,it and other information services,3.5,2.5
2004-Q1,services,financial services,financial institutions,1.9,1.4
2004-Q1,services,financial services,insurance,1.5,1.2
2004-Q1,services,real estate and leasing services,real estate and leasing services,4.4,3.5
2004-Q1,services,professional services,"legal, accounting and management services",3.2,2.5
2004-Q1,services,professional services,architectural and engineering services,3.2,2.2
2004-Q1,services,professional services,other professional services,1.9,1.7
2004-Q1,services,administrative and support services,administrative and support services,5.8,4.9
2004-Q1,services,"community, social and personal services",education,2.2,1.9
2004-Q1,services,"community, social and personal services","health, social and community services",1.9,1.6
2004-Q1,services,"community, social and personal services","other community, social and personal services",2.9,2.8
2004-Q1,others,others,others,2.7,2.5
2004-Q2,manufacturing,"food, beverages and tobacco","food, beverages and tobacco",3.3,3.1
2004-Q2,manufacturing,paper products and printing,paper products and printing,2.7,1.8
2004-Q2,manufacturing,"petroleum, chemical and pharmaceutical products","petroleum, chemical and pharmaceutical products",1.4,1
2004-Q2,manufacturing,rubber and plastic products,rubber and plastic products,3.7,3.2
2004-Q2,manufacturing,fabricated metal products,fabricated metal products,2.8,2.1
2004-Q2,manufacturing,machinery and equipment,machinery and equipment,3.4,2.3
2004-Q2,manufacturing,electrical products,electrical products,1.6,1.6
2004-Q2,manufacturing,electronic products,electronic products,2.5,1.7
2004-Q2,manufacturing,medical and precision instruments,medical and precision instruments,3,2
2004-Q2,manufacturing,transport equipment,transport equipment,2.2,1.4
2004-Q2,manufacturing,other manufacturing industries,other manufacturing industries,2.8,2.2
2004-Q2,construction,construction,construction,2.4,1.9
2004-Q2,services,wholesale and retail trade,wholesale trade,2.7,1.9
2004-Q2,services,wholesale and retail trade,retail trade,4.7,4.3
2004-Q2,services,transport and storage,land transport and supporting services,1.4,1.2
2004-Q2,services,transport and storage,water transport and supporting services,2,1.3
2004-Q2,services,transport and storage,air transport and supporting services,1.2,0.6
2004-Q2,services,transport and storage,other transport and storage services,2.9,2.2
2004-Q2,services,hotels and restaurants,hotels,3.9,3.3
2004-Q2,services,hotels and restaurants,restaurants,6.7,5.7
2004-Q2,services,information and communications,broadcasting and publishing,2,2
2004-Q2,services,information and communications,telecommunications,1.3,1.1
2004-Q2,services,information and communications,it and other information services,3.6,3
2004-Q2,services,financial services,financial institutions,2.2,1.6
2004-Q2,services,financial services,insurance,1.8,1.7
2004-Q2,services,real estate and leasing services,real estate and leasing services,6,4.1
2004-Q2,services,professional services,"legal, accounting and management services",3.3,2.4
2004-Q2,services,professional services,architectural and engineering services,2.3,2.2
2004-Q2,services,professional services,other professional services,2.7,2.4
2004-Q2,services,administrative and support services,administrative and support services,5.7,3.7
2004-Q2,services,"community, social and personal services",education,2.1,1.7
2004-Q2,services,"community, social and personal services","health, social and community services",2.3,2
2004-Q2,services,"community, social and personal services","other community, social and personal services",3.2,2.8
2004-Q2,others,others,others,3.8,2.9
2004-Q3,manufacturing,"food, beverages and tobacco","food, beverages and tobacco",2.8,2.7
2004-Q3,manufacturing,paper products and printing,paper products and printing,2.2,1.9
2004-Q3,manufacturing,"petroleum, chemical and pharmaceutical products","petroleum, chemical and pharmaceutical products",1.4,0.9
2004-Q3,manufacturing,rubber and plastic products,rubber and plastic products,2.9,2.3
2004-Q3,manufacturing,fabricated metal products,fabricated metal products,2.5,2
2004-Q3,manufacturing,machinery and equipment,machinery and equipment,2.6,1.8
2004-Q3,manufacturing,electrical products,electrical products,1.9,1.3
2004-Q3,manufacturing,electronic products,electronic products,3.3,1.8
2004-Q3,manufacturing,medical and precision instruments,medical and precision instruments,2.2,1.5
2004-Q3,manufacturing,transport equipment,transport equipment,2.4,1.1
2004-Q3,manufacturing,other manufacturing industries,other manufacturing industries,2.5,2.1
2004-Q3,construction,construction,construction,2.6,1.8
2004-Q3,services,wholesale and retail trade,wholesale trade,2.7,2
2004-Q3,services,wholesale and retail trade,retail trade,4.6,4.1
2004-Q3,services,transport and storage,land transport and supporting services,2,1.7
2004-Q3,services,transport and storage,water transport and supporting services,1.8,1.2
2004-Q3,services,transport and storage,air transport and supporting services,1.3,0.8
2004-Q3,services,transport and storage,other transport and storage services,2.9,2.1
